data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
8260595,840,USA26838,26838,"21 March 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","Stop Asian Hate; Abolish ICE",6,"Protesters (United States)",,6,66,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"WUSA9; ABC7 (Washington D.C.); Twitter","New media-Subnational","On 21 March 2021, people rallied in Washington DC (District of Columbia) in support of the Asian American community after a shooting in Atlanta killed eight people, including six Asian women, and is believed to be an anti-Asian crime, as well as to call for ICE to be abolished. A group of demonstrators protested against the Stop Asian Hate demonstration yelling anti-Chinese, anti-CCP, and anti-leftist slogans while carrying the flag of the now-defunct Turkish Islamic Republic of East Turkestan alongside US flags. [size=no report] [counter-demonstration]",0,1624483189,USA
7789567,840,USA26670,26670,"20 March 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","Armenian Group (United States)",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Public Radio of Armenia; Crowd Counting Consortium",Other-International,"On 20 March 2021, members of the Armenian community and the AYF held a car caravan protest from the Azerbaijani Embassy throughout Washington DC (District of Columbia) to call for the release of over 200 Armenian prisoners of war and civilian captives, calling on the Biden administration to be more active in pressuring Azerbaijan for their release. [size=no report]",0,1617140132,USA
7790049,840,USA26668,26668,"20 March 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","African American Group (United States); Labour Group (United States)",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,Twitter,"New media","On 20 March 2021, members of the Black Alliance for Peace protested outside a Whole Foods in Washington DC (District of Columbia) to raise awareness for Amazon workers trying to unionize and to stand in solidarity with Black Amazon workers at the Bessemer, Alabama facility. [size=no report]",0,1617140133,USA
7803170,840,USA26425,26425,"17 March 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","Stop Asian Hate; Asian American Group (United States); African American Group (United States)",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"WTOP Radio; NBC4 (Washington D.C.); Dcist; Twitter","New media-Subnational","On 17 March 2021, around 200 people with Total Liberation Collective, a Black activist group, as well as Asian Americans and other supporters held a vigil at the Chinatown arch and then marched in Washington DC (District of Columbia) in reaction to the mass killing of eight people, including six Asian women, in Georgia recently, as well as against white supremacy and to express solidarity with the Asian American community during a rise in hate crimes against people of Asian descent. Demonstrators also called for the Metropolitan Police Department to disband its Asian Liaison Unit, for schools to require Asian American and Black history, for all sex work to be decriminalized, and to demand an end to U.S. imperialism. [size=around 200]",0,1617744380,USA
8260659,840,USA26460,26460,"15 March 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","Haitian Group (United States)",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,Twitter,"New media","On 15 March 2021, Haitian people protested in Washington DC (District of Columbia) to call for Mumia Abu-Jamal to be released from prison, alleging that he has suffered health issues since being diagnosed with the coronavirus, and to call for the US to remove itself from Haiti and to support Haitian democracy. [size=no report]",0,1624483189,USA
7790050,840,USA26578,26578,"14 March 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)",,6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,Twitter,"New media","On 14 March 2021, people including the Long Live GoGo movement and musical artist Yaddiya protested in Washington DC (District of Columbia) against the Amplify Noise Amendment. [size=no report]",0,1617140133,USA
7789511,840,USA26576,26576,"13 March 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)",,6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"WUSA9; Crowd Counting Consortium",Other-Subnational,"On 13 March 2021, people protested in Washington DC (District of Columbia) to call for President Biden to establish a national moratorium on utility costs during the coronavirus pandemic in order to help people who are struggling to make payments. [size=no report]",0,1617140132,USA
7790101,840,USA26448,26448,"13 March 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","BLM: Black Lives Matter; Palm Collective; African American Group (United States); Students (United States)",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"WTOP Radio",Subnational,"On 13 March 2021, a small group of people including members of the Palm Collective organized by local students held a vigil and marched in Washington DC (District of Columbia) on the anniversary of the death of Breonna Taylor, a Black woman killed by police and against police brutality. Despite the small group, there was reported very heavy police presence during the march. [size=a small group]",0,1617140133,USA
8260688,840,USA26569,26569,"13 March 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)",,6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,Twitter,"New media","On 13 March 2021, parents protested in Washington DC (District of Columbia) to call for schools to reopen in-person during the coronavirus pandemic. [size=no report]",0,1624483190,USA
7751576,840,USA25921,25921,"07 March 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","BLM: Black Lives Matter",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Crowd Counting Consortium; Twitter","Other-New media","On 7 March 2021, people with the Good Trouble Cooperative, Until Freedom, Palm Collective, and the Total Liberation Collective marched in Washington DC (District of Columbia) in support of the Black Lives Matter movement. [size=no report]",0,1615930391,USA
7751577,840,USA25923,25923,"06 March 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","BLM: Black Lives Matter",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Crowd Counting Consortium; Facebook","Other-New media","On 6 March 2021, people held a demonstration by creating chalk art and wheat paste in front of Chairman Mendelson and Councilmember Charles Allen's homes in Washington DC (District of Columbia) to call for stop & frisk to be banned, against police brutality, and in support of Black and Brown communities and the Black Lives Matter movement. [size=no report]",0,1615930391,USA
8260752,840,USA25815,25815,"04 March 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)",QAnon,6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,Twitter,"New media","On 4 March 2021, people gathered in Washington DC (District of Columbia) in support of President Trump and as part of a QAnon conspiracy theory that President Trump would re-take power back on 4 March. [size=no report]",0,1624483190,USA
7740464,840,USA25670,25670,"27 February 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","Tigray Ethnic Group (United States)",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,Twitter,"New media","On 27 February 2021, Tigrayan people held a car caravan protest in Washington DC (District of Columbia) against the war on Tigray and against the Tigray genocide. [size=no report]",0,1615330707,USA
8260798,840,USA25545,25545,"26 February 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","We are CASA; Latinx Group (United States); Women (United States); UltraViolet; Shutdown DC; Cancel the Rents Movement; Fight for 15; Labour Group (United States)",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Twitter; Crowd Counting Consortium","Other-New media","On 26 February 2021, people with Casa for All, Shutdown DC, Spaces in Action, One Fair Wage, Women's March, and Ultraviolet protested in Washington DC (District of Columbia) to demand the minimum wage be raised to $15 per hour, to call for the minimum wage raise to be kept in the coronavirus relief package, and to call for $2000 relief checks, for extended unemployment benefits, and for an eviction moratorium and rent forgiveness immediately. [size=no report]",0,1624483190,USA
7740460,840,USA25514,25514,"25 February 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","Palm Collective; African American Group (United States); SM: Sunrise Movement; Shutdown DC",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,Twitter,"New media","On 25 February 2021, people with Spaces in Action, Palm Collective, Shutdown DC, the Sunrise Movement, the Live Movement, CDP Action, and Face the Nation protested in Washington DC (District of Columbia) to call for real relief to be passed to support people during the coronavirus pandemic. [size=no report]",0,1615330707,USA
7727103,840,USA25445,25445,"23 February 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","BLM: Black Lives Matter",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,Twitter,"New media","On 23 February 2021, people protested and held a vigil in Washington DC (District of Columbia) against the death of Ahmaud Arbery, a Black man killed by police, as well as to remember other Black victims of police brutality. [size=no report]",0,1614725570,USA
8260862,840,USA25193,25193,"17 February 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","Labour Group (United States); We are CASA; Latinx Group (United States)",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Crowd Counting Consortium; Al Dia News; Twitter","Other-New media","On 17 February 2021, immigrant essential workers including agriculture, grocery, restaurant, and election workers and members of We Are Casa protested in Washington DC (District of Columbia) to call for Congress to remember the impact that they have delivered for the United States in terms of food preparation and sale and to pass immigration reform and economic relief during the coronavirus pandemic. [size=no report]",0,1624483190,USA
7716681,840,USA25174,25174,"16 February 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","BLM: Black Lives Matter",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Twitter; Instagram; Crowd Counting Consortium","Other-New media","On 16 February 2021, people with Black Lives Matter protested in Washington DC (District of Columbia) to call for justice for Cierra Young, a Black woman who was recently killed by an unknown gunman. [size=no report]",0,1614122725,USA
8260873,840,USA25138,25138,"15 February 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)",,6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Crowd Counting Consortium; Twitter","Other-New media","On 15 February 2021, people protested in Washington DC (District of Columbia) against the continued deportations by the Biden administration and to support the immigrant community. [size=no report]",0,1624483190,USA
7716641,840,USA25104,25104,"14 February 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","BLM: Black Lives Matter; African American Group (United States)",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Dcist; Crowd Counting Consortium",Other-National,"On 14 February 2021, about 50 people organized by Black PACT marched in Washington DC (District of Columbia) to call for the Biden administration to work on reparations legislation in order to close the wealth gap for Black Americans and to express dissatisfaction with how Black people are treated in the United States, especially in terms of violence against Black bodies by authorities. [size=about 50]",0,1614122725,USA
7717169,840,USA25088,25088,"13 February 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)",,6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"ABC7 (Washington D.C.)",Subnational,"On 13 February 2021, people with the Adams Morgan for Reasonable Development and the Kalorama Citizens Association rallied in Washington DC (District of Columbia) to call for the Adams Morgan Plaza to be left as it is without any commercial development. [size=no report]",0,1614124493,USA
7695341,840,USA24974,24974,"11 February 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","Shutdown DC",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Twitter; Crowd Counting Consortium","Other-New media","On 11 February 2021, people with Black House News and Shutdown DC protested in Washington DC (District of Columbia) against the DAPL and other fossil fuel projects, to call for President Biden to invest in and protect frontline communities, and to call for the era of fossil fuels to be ended. [size=no report]",0,1613516909,USA
7695500,840,USA24897,24897,"08 February 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","Labour Group (United States)",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Tucson Sentinel",National,"On 8 February 2021, an unreported number of people staged a 'Raise the Wage' rally in Washington DC (District of Columbia) in support of a $15 minimum wage. The protest was part of the One Fair Wage national campaign. [size=no report]",0,1613516909,USA
7695277,840,USA24819,24819,"06 February 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","BLM: Black Lives Matter; LGBT (United States); Antifa (United States)",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Crowd Counting Consortium; Twitter","Other-New media","On 6 February 2021, people including anti-fascists protested in Washington DC (District of Columbia) in support of Black Lives Matter, Indigenous and LGBTQ lives, as well as against the death of Trayvon Martin as part of the DC QueerStory Black History Month March. At one point demonstrators antagonized police by putting strobe lights in their face, prompting a policeman to swat at the light. The situation was diffused promptly by other demonstrators and police. [size=no report]",0,1613516909,USA
7667408,840,USA24352,24352,"30 January 2021",2021,1,Protests,"Protest with intervention","Protesters (United States)","BLM: Black Lives Matter; LGBT (United States)",6,"Police Forces of the United States (2021-)",,1,16,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Crowd Counting Consortium; Twitter","Other-New media","On 30 January 2021, people organized by the They/Them Collective marched in Washington DC (District of Columbia) in support of the Black Lives Matter movement, against ICE, against police brutality, and for justice for Xzavier Hill and George Floyd, two Black men killed by police. There was significant police presence at the demonstration, drawing a comparison to the lack of response at the previous riots at the Capitol building in early January. Police also slammed demonstrators with their bikes. [size=no report]",0,1612913871,USA
7615663,840,USA22156,22156,"27 January 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","NNU: National Nurses United; Health Workers (United States)",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Asheville Citizen-Times",National,"On 27 January 2021, nurses and members of National Nurses United protested in Washington DC (District of Columbia) to call for hospitals to put patients above profits during the coronavirus pandemic. [size=no report]",0,1612546516,USA
8261004,840,USA22153,22153,"27 January 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","We are CASA; Latinx Group (United States)",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"ABC7 (Washington D.C.)",Subnational,"On 27 January 2021, hundreds of immigrants and their families and supporters protested in Washington DC (District of Columbia) to call for immigration reform from the Biden administration. We are CASA organized the protest. [size=hundreds]",0,1624483190,USA
8261024,840,USA22214,22214,"24 January 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","BLM: Black Lives Matter; Abolish ICE",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,Twitter,"New media","On 24 January 2021, people protested in Washington DC (District of Columbia) to call for Javier Castillo to not be deported and to be released from detainment. Demonstrators also chanted to Abolish ICE, stop all detainments, and in support of the Black Lives Matter movement. [size=no report]",0,1624483190,USA
8569259,840,USA22016,22016,"20 January 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","Christian Group (United States)",6,"Protesters (United States)","Women (United States)",6,66,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Crowd Counting Consortium; Twitter; WAVY TV10","Other-New media","On 20 January 2021, a right-wing religious group with the Official Street Preachers protested in Washington DC (District of Columbia) during the Presidential Inauguration against abortion rights. About 20 people counter-demonstrated against the group. [size=no report] [counter-demonstration]",0,1632861452,USA
7615445,840,USA21938,21938,"18 January 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","BLM: Black Lives Matter",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,Twitter,"New media","On 18 January 2021, youths protested in Washington DC (District of Columbia) in support of the Black Lives Matter movement. [size=no report]",0,1612546516,USA
8261108,840,USA21878,21878,"17 January 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)",,6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Crowd Counting Consortium; Twitter","Other-New media","On 17 January 2021, people rallied in Washington DC (District of Columbia) to call for everyone involved in the violence at the Capitol on January 6 to be removed from office, including President Trump. [size=no report]",0,1624483191,USA
8261130,840,USA21828,21828,"16 January 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)",,6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Twitter; Crowd Counting Consortium","Other-New media","On 16 January 2021, people protested in Washington DC (District of Columbia) to call for everyone involved in the violence at the Capitol on January 6 to be removed from office, including President Trump. [size=no report]",0,1624483191,USA
7695501,840,USA21285,21285,"14 January 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","BLM: Black Lives Matter; Shutdown DC",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,Twitter,"New media","On 14 January 2021, people with Shutdown DC and Black Lives Matter DC protested in Washington DC (District of Columbia) to call on DC hotels to not house right-wing activists ahead of planned protests leading up to President-Elect Biden's inauguration. [size=no report]",0,1613516909,USA
8261197,840,USA21256,21256,"13 January 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","Refuse Fascism; Shutdown DC",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Refuse Fascism; Twitter","Other-New media","On 13 January 2021, people with Shutdown DC and Refuse Fascism protested in Washington DC (District of Columbia) against fascism and to call for President Trump and other Congress members to be removed from office after their role in inciting the violence at the Capitol the previous week. [size=no report]",0,1624483191,USA
7614691,840,USA21184,21184,"11 January 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","Cancel the Rents Movement",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,Twitter,"New media","On 11 January 2021, people protested and marched to a landlord's home in Washington DC (District of Columbia) to call for rent to be cancelled during the coronavirus pandemic and against poor living conditions at their property. [size=no report]",0,1612546514,USA
8261277,840,USA21108,21108,"09 January 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)","Refuse Fascism",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Refuse Fascism; WTOP Radio",Other-Subnational,"On 9 January 2021, a handful of people with Refuse Fascism protested in Washington DC (District of Columbia) to call for President Trump to be removed from office after the violence at the Capitol the previous week. [size=a handful]",0,1624483191,USA
8261287,840,USA20326,20326,"08 January 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)",,6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Twitter; Crowd Counting Consortium","Other-New media","On 8 January 2021, members of Death Penalty Action protested in Washington DC (District of Columbia) against the death penalty and against federal executions during President Trump's last week of office. [size=no report]",0,1624483191,USA
8425021,840,USA20138,20138,"05 January 2021",2021,1,Protests,"Protest with intervention","Protesters (United States)","Women (United States); Proud Boys; Christian Group (United States); Oath Keepers",6,"Police Forces of the United States (2017-2021)",,1,16,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Fox5 (Washington D.C.); Crowd Counting Consortium; ABC11; ABC13 (Lynchburg); Twitter; WFMY; WLTX News 19; WTOP Radio","Other-New media","On 5 January 2021, hundreds of people organized by the Eighty Percent Coalition and Moms for America, including members of the Proud Boys and Oath Keepers, protested in Washington DC (District of Columbia) in support of President Trump and his allegations of voter fraud during the presidential election, as well as against the electoral college vote taking place the next day. A group of religious Trump supporters also held a ''Jericho March'' to support the President. Small groups of counter-demonstrators were also present and called for more economic relief amid the coronavirus pandemic, for another Paycheck Protection Program, and for more support from elected officials. Police sprayed demonstrators with pepper spray to attempt to disperse the crowds after Pro-Trump demonstrators assaulted police. 11 people were arrested late in the evening for assault and carrying firearms. [size=hundreds] [stop the steal] [counter-demonstration] [armed]",0,1629721175,USA
7613616,840,USA20108,20108,"04 January 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)",,6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Twitter; Crowd Counting Consortium","Other-New media","On 4 January 2021, people protested in Washington DC (District of Columbia) after the British Court's decision to not extradite Julian Assange, calling for the United States to not appeal this decision. [size=no report]",0,1612546512,USA
7613550,840,USA20042,20042,"02 January 2021",2021,1,Protests,"Peaceful protest","Protesters (United States)",,6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,Twitter,"New media","On 2 January 2021, people marched in Washington DC (District of Columbia) to call for progressives to force the vote on Medicare For All. [size=no report]",0,1612546512,USA
7613461,840,USA19953,19953,"29 December 2020",2020,1,Protests,"Peaceful protest","Protesters (United States)","Uyghur Ethnic Group (United States)",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Crowd Counting Consortium; Facebook","Other-New media","On 29 December 2020, people with the East Turkmenistan National Awakening Movement and members of the East Turkistan Government in Exile protested in Washington DC (District of Columbia) against the China-Turkey Extradition Treaty. [size=no report]",0,1612546512,USA
7613403,840,USA19895,19895,"25 December 2020",2020,1,Protests,"Peaceful protest","Protesters (United States)","DSA: Democratic Socialists of America",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Twitter; Crowd Counting Consortium","Other-New media","On 25 December 2020, Democratic Socialists and people dressed as Santa protested in Washington DC (District of Columbia) to call for a $2000 per month stimulus to be passed to support people during the coronavirus pandemic. [size=no report]",0,1612546512,USA
7613307,840,USA19799,19799,"19 December 2020",2020,1,Protests,"Protest with intervention","Protesters (United States)","BLM: Black Lives Matter",6,"Police Forces of the United States (2017-2021)",,1,16,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,Twitter,"New media","On 19 December 2020, people protested outside a police department office in Washington DC (District of Columbia) against the death of Karon Hylton, a Black man killed by police, to call for the officer responsible to be arrested and fired, and in support of the Black Lives Matter movement. The mother of Hylton was arrested during the protest and was later released. Police used pepper spray against the demonstrators. [size=no report]",0,1612546512,USA
8261623,840,USA19670,19670,"15 December 2020",2020,1,Protests,"Peaceful protest","Protesters (United States)","CASA In Action; Latinx Group (United States)",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Crowd Counting Consortium; Twitter","Other-New media","On 15 December 2020, people with CASA in Action protested in Washington DC (District of Columbia) to call on President-Elect Biden to deliver on criminal legal system reform, Puerto Rico issues, and immigration issues when he begins his term. [size=no report]",0,1624483192,USA
7717034,840,USA19634,19634,"14 December 2020",2020,1,Riots,"Violent demonstration","Rioters (United States)","Journalists (United States); BLM: Black Lives Matter",5,"Police Forces of the United States (2017-2021)",,1,15,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Washington Post; Twitter","New media-Subnational","On 14 December 2020, police sprayed about 10 people with pepper spray outside the courthouse in Washington DC (District of Columbia) while local activists were waiting to support colleagues who were being released from police custody. Police officers also sprayed journalists who were present. The police reported that some of the supporters became hostile and threw projectiles at the police. One person was arrested for reportedly splashing a liquid mixture of urine and chemical irritants at the police, although other demonstrators dispute this and claim it was water. [size=no report]",0,1614124492,USA
8261627,840,USA19635,19635,"14 December 2020",2020,1,Protests,"Peaceful protest","Protesters (United States)","BLM: Black Lives Matter",6,"Protesters (United States)","Proud Boys",6,66,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,Twitter,"New media","On 14 December 2020, members of the Proud Boys and Trump supporters protested in Washington DC (District of Columbia) in support of President Trump while waiting the election confirmation from the electoral college. Counter-demonstrators with Black Lives Matter protested against the group. [size=no report] [counter-demonstration] [stop the steal]",0,1624483192,USA
8065458,840,USA19610,19610,"13 December 2020",2020,1,Protests,"Peaceful protest","Protesters (United States)","BLM: Black Lives Matter; Palm Collective; African American Group (United States)",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Crowd Counting Consortium; Twitter","Other-New media","On 13 December 2020, people with the Palm Collective protested in Washington DC (District of Columbia) to defend BLM spaces in the city that have been threatened by the Proud Boys in recent protests. [size=no report]",0,1623185145,USA
8261635,840,USA19608,19608,"13 December 2020",2020,1,Protests,"Peaceful protest","Protesters (United States)","BLM: Black Lives Matter",6,"Protesters (United States)","Proud Boys",6,66,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Crowd Counting Consortium; Twitter","Other-New media","On 13 December 2020, in the evening, members of the Proud Boys and Trump supporters protested in Washington DC (District of Columbia) in support of President Trump while waiting the election confirmation from the electoral college. 20 counter-demonstrators with Black Lives Matter and the DC Youth Liberation Front protested against the group and defended the BLM fence that houses BLM-related artwork. [size=more than 20] [counter-demonstration] [stop the steal]",0,1624483192,USA
7612894,840,USA19383,19383,"12 December 2020",2020,1,Protests,"Peaceful protest","Protesters (United States)","Labour Group (United States)",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"People's Dispatch",National,"On 12 December 2020, dozens of taxi drivers organized by the New York Taxi Workers Alliance protested in Washington DC (District of Columbia) to call for more assistance for the taxi industry and better relief plans during the coronavirus pandemic. [size=dozens]",0,1612546511,USA
8261665,840,USA19384,19384,"12 December 2020",2020,1,Protests,"Peaceful protest","Protesters (United States)","WAF: Women for America First; Women (United States); Three Percenters (III%); Proud Boys; Christian Group (United States); QAnon; Chinese Group (United States); Groypers; White Nationalists (United States); Asian American Group (United States)",6,"Protesters (United States)","BLM: Black Lives Matter; Antifa (United States); Refuse Fascism",6,66,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"New York Times; News2Share; CNN; MilitiaWatch; WTOP Radio; Guardian; Washington Post; NBC4 (Washington D.C.); WICU; ABC7 (Washington D.C.); Channel 8 (Lancaster); Twitter; USA Today","Local partner-New media","On 12 December 2020, thousands of people participated in a ''Million MAGA March'' at the Supreme Court and other locations in Washington DC (District of Columbia) in support of President Trump and his allegations of voter fraud during the presidential election and against President-Elect Biden, Antifa, and Fox News. The event was organized by Women for American First and included participants sporting neo-Nazi symbols, members of the Three Percenters (III%), supporters of QAnon, hundreds of Proud Boys, Chinese Americans for Trump, Nick Fuentes' America First/Groyper Army, and church groups. About 200 counterdemonstrators affiliated with BLM, Refuse Fascism, Antifa and DefendDC demonstrated against President Trump and marched against the Proud Boys. During the day, the demonstrations remained largely peaceful barring sporadic small scuffles as police personnel separated both the larger groups. [size=thousands] [stop the steal] [counter-demonstration]",0,1624483192,USA
7695077,840,USA19331,19331,"11 December 2020",2020,1,Protests,"Peaceful protest","Protesters (United States)","DSA: Democratic Socialists of America; Shutdown DC",6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Crowd Counting Consortium; Twitter","Other-New media","On 11 December 2020, a group of people with Shutdown DC, 350 DC, and MDC DSA marched and protested outside of banks in Washington DC (District of Columbia) in support of the Green New Deal, 'putting the planet before profits,' and Medicare for All, as well as against the Enbridge Line 3 tar sands oil pipeline. [size=no report]",0,1613516909,USA
7717025,840,USA19333,19333,"11 December 2020",2020,1,Protests,"Peaceful protest","Protesters (United States)",,6,,,0,60,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"Crowd Counting Consortium; WUSA9",Other-Subnational,"On 11 December 2020, nearly 100 people protested in a neighborhood in Washington DC (District of Columbia) to call for more resources to fight crime in the area after a 12-year-old boy was shot in the face. [size=nearly 100]",0,1614124492,USA
